text,label
bukan menjatuhkan tapi bicara tentang data dan fakta  anda jngan cinta buta,positif
"Gini deh. 
Saya simak juga kan pak ganjar minta jawaban bantahnya pak prabowo atas kelirunya data yg di sampaikan pak ganjar. Pak ganjar itu hanya minta data yg di anggap keliru sama pak prabowo. Masa iya. Andaikan saya jadi kepala sekolah. Saya di minta data2 sekolah saya ga tau. Gimana jadinya 😂😂",positif
Intusi ku mengatakan yang pantas menjadi president Adalah pak PRABOWO,netral
Ini namanya debat emba...sesi tanya jawab nnti di kasih paham,netral
Ini debat bu ibu😂. Bukan mamah dede,netral
"pak anis ngomongnya ngegampangin tanpa melihat fakta di lapangan, barencana dan menyusun strategi  itu gampang tapi merealisasikannya ga gampang kadang banyak hal diluar kendali kita terjadi. ga pantas juga kalau misalkan rahasia negara harus di buka di depan publik karena ini bisa jadi bocor keluar negeri. ga bahaya tah  kalo situasi ini di manfaatkan oleh negara lain untuk mendapatkan indonesia? lagipun berkaca diri dulu deh apa semua rencananya untuk membangun jakarta itu terealisasi semua 100%?",netral
Kemaren sdh diterangkan oleh DPR bahwa data pertahanan itu adalah rahasia negara.jadi TDK boleh dibuka atau dipublikasikan.untung pak Prabowo Subianto tidak terpancing.,positif
sy setuju konentar anda pak,positif
Yg menjatuhkan siapa dah,netral
"Katakan kebenaran walaupun pahit terderngar.. klo anda dlu penyefong wowi, wowi juga gugat wowo, masa suram perbuatan wowo, klo afa kuota silahkan balik rekam jejak yaaa",netral
"Disinilah debat terbuka yg sehat didengar masy umum dr berbagai kalangan, tdk ada yg menjatuhkan ataupun dijatuhkan .. di sini pula kita bisa melihat mana yg smart nyambung sistimatis ketika menjawab setiap pertanyaan yg disampaikan",netral
"sifat asli apa, bru2 mencalonkan bahkan sblm mncalon jdi capres, fitnah2 bnyak kali pada pak anies, skrng bliau udh bnyak mnjlaskan faktanya, sngguh luar biasa yg suka fitnah kemarin, nah kmu mbk dibayar brapa buat komen yg 1 ini.",netral
"​ @paldir4798 itu bukti nyata, tanpa ada sumbernya maka itu yang dikatakan fitnah, kalo orang lain sudah berpendapat speerti itu berarti ada yang salah sama anisa selama dia menjabat jadi ketua RT",netral
"Tenang Prabowo pasti menang. Kita lengserkan banteng, Anis pinter ngomong doang. Prabowo bangkitkan Macan Asia.",positif
Jadi menteri pendidikan aja gak lamaaaa. Hahaaaa,netral
"itu debat bu, tidak ada yang menjatuhkan menurut saya. kalau emang tidak bisa menjawab dengan fakta berarti dia sendiri yang menjatuhkan dirinya. menurut saya gitu sih",positif
"Si negarawan sudah tidak mempunyai gestur negarawannya.. 
Berbesar hatilah
Setiap masa ada orgnya, 
Setiap org ada masanya. 
Jangan terlalu memaksakan diri",netral
Bener kata RK menengah ke bawah 👎 02,positif
Positif 2024 prabowo ehehhe anies mah apa wkwk,positif
Kalau tak punya kemampuan gak usah bertanding.,positif
Prabowo jatuh dalam debat kali ini..,netral
Kan temanya pertahana  dan menhan nya pak Prabowo ya wajar lah,netral
Semuaemangau unggul karena baru bertanding ya Tengok aja sepas terpilih,netral
"bedanya pak prabowo dan pak anis itu udah jelas dari pendidikan aja p.prabowo ke arah militer,dan suka banget sama emosionalnya kelihatan dari kata"" yang di pilih itu blak blakan otomatis memang dari hati dan jempolnya sih tanpa melihat buku catatan membeberkan data dll",positif
Aniss ketauan ingin menang nya wkwkwk ga bakal menang lu nis nis,positif
ini mesti teamnya prabowo,netral
"inilah indonesia, menyampaikan kebenaran disebut menjatuhkan. apakh harus bungkam melihat yang sudah jelas salah dengan data dan fakta.",positif
Beda emosi prabowo terhadap anis dan terhadap ganjar... lebih lunak ke ganjar,negatif
Wowo si bnyak masalah cobe jujur amanah jgn serakah,positif
"Wkwkwk baperan.. masa iya mau di sanjung2. Ya klo selama masa menjabatnya bagus y di sanjung lh klo bobrok masa iya mau di sanjung😂.
Namanya juga debat selain menyampaikAn visi misi ya mengkoreksi apa2 yg salah dan harus di benahi. Moso org bicara fakta di bilang menjatuhkn. Klo mau di sanjung2 bukan dtg di acara debat dtg sono di seminar😂😂😂😂😂😂 koplak mbake",positif
Dia kan munafik 😂,negatif
"20 tahun tidak ""berkuasa"", pantes ngebet tiap pemilu ikut daftar. Memang beda orang yg ngebet kekuasaan dg orang yg inginkan wewenang.",netral
Pak prabowo udh 3 kali nyaleg kalah skrg masih nyaleg lagi ke 4 kalinya. Emang itu bukan ambisi yaa? Mikir dong jadi rakyat,negatif
Si Anies...memang bakatnya cuma itu...Krn bisanya ngmng tapi nya gag punya solusi ya gitu jadinya jatuhkan org lain saja...drpd gag ada yg bs diomongkan...,negatif
Ini itu debat mas,netral
Wkwkwk yg namanya debat yaaa gini .. justru pak anies memenuhi syarat debat  . Toh gak ditegur Sama moderator karna ya emng itu Pasa asasnya yg dikatakan debat ... bertanya menyanggah menjawab,netral
pak anis. wadu angin. polusi udara.hujan lom jdi ktp. oalah,netral
Benar GK tuh yang disampaikan sekarang,netral
Anis is the best,netral
Pak Anies tidak menjatuhkan...,netral
 @dotbro9784  padahal warga indonesia pinter pinter tapi ginian doang denial wkwk,positif
Si Wowo sentimen banget ke pak Anies😂,positif
Bicara fakta .. kok takut,netral
​ @SiskaAnggia-lx7vg betul bngt bicara fakta kok,positif
​ @SiskaAnggia-lx7vg Jakarta jadi ape cba lu liat mau bahas pakta yg mane😂,netral
​ @SiskaAnggia-lx7vg fakta ? Lawak dek itu aja ga sesuai fakta wkwkw,positif
Pak Prabowo kayaknya gk terima kl Pak Anies lebih keren & smart daripada beliau..... 😂,positif
​ @callistaqueenaishvara4920 gak bisa menguasai ego dan emosi... Saya senior coy..,netral
"​ @callistaqueenaishvara4920  astagaa mbaaa kamu ga nyimak debatnya yaa, pa prabowo tuh bukan ga terima soal keren ato ngga nya, tp ga terima karna pak anis tuh membicarakan yang harusnya tidak di bicarakan (rahasia negara) jadi pak prabowo kesel sama bingung jawabnya, mana pertanyaan yang harus pak prabowo jawab itu jawabannya rumit (membutuhkan waktu yang panjang sedangkan waktu yang dikasih singkat banget) mana waktu gacukup jd pak prabowo tuh kesel sama waktunya terlalu singkat. terus pertanyaan pak anis tuh tujuannya untuk menjatuhkan, mana jawaban pa anis menyesatkan. hati hati itu tanda tanda dajal perkataannya menyesatkan kerjaannya menghasut TIDAK PANTAS jadi pemimpin!!",netral
Awas mba di sini banyak buzzer anis lamis wkwkkw,netral
"Pak Anies TDK menjatuh kah lawan, tetapi emosional lawan yg bisa menjatuhkan diri sendiri",negatif
 @sufardimohd6717  data pertahanan negara itu rahasia kalau sampe diketahui negara lain akan sangat berbahaya,positif
" @sufardimohd6717 liat dong baik baik,awal penyampaian visi misi aja sudah menjatuhkan yang lain",netral
Betul sekali 02 ttp d hati,positif
"Yang ambisi itu prabowo tidak ada malu berkali - kali nyalonkan diri, kalau kalah kali ini mau taruh dimana mukanya.",negatif
​ @benikm2102  kenapa harus malu? abisius itu menandakan bahwa dirinya merasa mampu dan bisa jadi pak prabowo memang punya rencana untuk indonesia menjadi lebih baik,positif
​ @benikm2102  terus anisa sama jandara gak berambisi juga yah ?? Semua punya ego dan kepentingan nya sendiri-sendiri,positif
"Emng betul anis itu ambisi jabatan 
Tukang menjelek²kan orang lain
Nggk inpeksi diri nya sewaktu jdi gubernur DKI or jls",negatif
" @alirahman3561  Nis...Anis, macam betul..aja awak cakap! 
Debat ketiga temannya adalah membahas Hankam Negara
Bukan Bahas Prabowo!

Njar ... Ganjar, debat itu temanya Hankam Negara bukan apa  Prestasi Kemenhan apa you  lupa tema kah .
Njar Ganjar Pranowo sampeyan kelihatannya uprus gak jelas padahal saya barusa merasakan betapa Wonogiri jalan provinsinya paling jelek, betapa UMR buruh Wonogiri sangat mudah , pupuk langka dan mahal, 
 Kelihatannya id Prabowo Subianto lebih terarah,",netral
"Siapa yg menjatuhkan. Pak anis cuman bertanya. Perabowo yg yg emosi tak bisa menjawab. Penonton merasa perabowo dijatuhkan. Pak anis hanya bicara rill sesuai fakta..

Perlu kita memahami jelas.. siapa emosian siapa cerdas, tersinggung karna kinerjanya gagal, siapa merasa itu menjatuhkan. Pak anis baik2 aja..",netral
" @hjjemma7451 emang kinerja gagal cuma prabowo doang,anies pun begitu banyak yang gagal kan?? Banyak orang jakarta mengeluhkan kinerja anies,banyak bicara tak ada hasilnya wkwkw",netral
"Anies Baswedan terpilih.. insyaallah Indonesia segar, perubahan insyaallah terbukti, rakyat udah capek dgn sandiwara negri wakanda saat ini...",positif
​ @AKN4N_M4LIK anis terpilih jd bpk kau,netral
"​ @AKN4N_M4LIK  APBN naik maka semua bahan baku yang ada di indonesia juga akan naik, dimana letak mensejahterakan rakyat, kalo rakyat yang paling bawah masih saja tetap dibawah, sementara orang yang diatas malah menjadi tambah sejahtera karena hasil dari orang yang berada di bawah",netral
Prabowo orang yang paling tulus dan tidak munafik,netral
HALO KALIAN PENDUKUNG PEMIMPIN INI😂😂😂😂😂 LAGI UDAH CAPE BELUM SAMA KELUCUAN NEGARA,positif
Ganjar yg terbaik bukan Wowo dan Anies😁,positif
​ @RogerErsat m😊😊NMPKONONL 😍,netral
Anis makanya apa ya omongan nya banyak bgtt janji janjinya😢,negatif
Si ono pandai menilai. Tpi tdk pandai bercermin. Knpa bsa di pecat jdi menteri itu knpa ? 😅😅😅😅,netral
"Ayoo cari tau dlu faktanya knapa dipecat, biar kmu tau apa yg trjadi sbnernya",positif
Dari situ kita paham siapa yg pantas untuk kita pilih,netral
Gimana ya Anis kalu ngelantur ngomongnya kepada kepala nefara yg lain  malu banget kita.haha,negatif
Gimana sekarang?? Ini hasilnya kalian nonton debat melibatkan perasaan?? Pemimpin pilihan kalian banyak blundernya sekarang😂😂,negatif
"Mulia bgt ya kak, yg onoh malah mengkritik di forum yg salah😢",netral
"Karena Bagus nilainya makanya ga bisa bikin nilai 😊
Klo bikin nilai jeblok nanti pak Prabowo malah di bully pendukung Anies..sampe sini kita paham",positif
"Karena gk ngejabat,selama 20th usaku mangkrak.. tanam singkong pke uang rakyat ratusan milyar hasil O..🤦",netral
​ @WahyudiPrayitno-o9v  mana yg mangkrak?,netral
Coba kita beri kesempatan untuk orang yang berambisi. Apa tujuan ambisi nya dan tujuan nya. Kekayaan pribadi apa untuk rakyat. Bila meleset kita punya wewenang untuk turunkan pemimpin yang tida sesuay kebijakan nya,netral
Biar kita tida penasaran apa tujuan nya sampai Sat ini terus kekeh ingin memimpin negra kita .. kalo tida di coba kita tida tau dan yang ada kita selalu berpikir yang tida tepat,netral
Aku jga. Prabowo...prabowo. 02 👍🏻👍🏻,positif
"Betul rakyat sdh cerdas, mana yang ambisi dan mana yang tulus..
Sudah yang ke 3 kali ikut nyapres hanya demi nyari kekuasaan agar bisnis tetap eksis..
Yang utama bisa kita lihat pada rekam jejak masing2.",positif
"​ @jendriazis3647 3 kali nyapres hanya berambisi mengangkat Indonesia dan mengabdi  untuk negara Indonesia. Jika anda muslim, anda seharusnya bisa percaya ucapan almarhum Gusdur, ucapannya seperti wali Allah. Beliau mengatakan bahwa orang yg paling ikhlas pada Indonesia adalah Prabowo .",positif
​ @jendriazis3647 jaman sekarang  itu orang benar benar mau memimpin  idonesia  itu coba nya berat. Akuu yakin  pak prabowo  pasti menang,positif
"​ @jendriazis3647  3 x calon bukan berambisi untuk bisnis pribadi, Prabowo sudah kaya , paling kaya dari capres yg lain, umur Prabowo sudah tua di akhir hidupnya hanya ingin mengabdi untuk negara dgn cara mensejahterakan rakyat, apalagi yg ingin dikejar Prabowo,  anak udah sukses bisnis dimna²  apalagi yg mau dikejar Prabowo? Kalo bukan untuk mensejahterakan rakyat.",positif
"Tertawa ingat plinplannya ingin jabatan menteri,😁😁😁",netral
Konstitusi aja di langgar sama si prabowo.,netral
Udh jls pk prabowo rela untuk negara,netral
"Tidak lain merdeka pak Prabowo menangkan pemilu,,,",positif
Baru nyalon satu kali trus di bilang ambisi. Loe ngantuk ya😂😂😂,netral
Yang  nyalon berulang kali itu ambisi,netral
aku di hati mu chayank😆😆😆,netral
Pa wowo ketar ketir keliatan banget dusta nya wkwk,positif
gimana? enak toh pilihan mu???🤣🤣🤣,netral
"4 kali kalah itu bukan ambisi cukup ketawa aja,pak prab.w pemikiran nya sudah ketinggalan jaman utk masa saat ini menang ambisi aja",netral
3 kali nyapres bukan berambisi ya? 😅,netral
Anis dan ganjar mana tau masalah pertahanan sok soan. Yg namanya pertahana dan strategi pertahanan. Bersipat rahasia besar negara gk mungkin yg gk tau pertahan paham😏,positif
"Itu bukan ambisi men, dari awal Prabowo udah ga murni, Gibran ga bisa nyapres tapi karena ada ordal makannya Anis selalu ngomong itu,",negatif
"Sampai 3 x mencoba, siapa yg ambisi?
Biaya besar udh pasti nya, di atasn puluhan m,
Kalau ke 2 x, sampe ikut nyemplung jadi Mentri, yah mungkin untuk ngmbalikan duit yg ilang, dan mencari modal lagi untuk yg ke 3 x nya, ambisius bener ya sampe 3 x 😂",positif
Ya ngakak aku dihatimu😂😂,netral
Dan saya dukung Prabowo Subianto dan Gibran,positif
Yg jadi sekarang malah nunjukin kesalahannya lebih jauh,netral
"Masalah gaji itu tinggal yang mengelola,karena yang namanya uang berapapun sipatnya pasti' kurang, apalagi sie penerima gaji suka judi dan gayae hidup yang tidak menyesuaikan penghasilan, berapapun kurang",positif
" @lilikpurnawati1069  y bner kn komenan sya gak isi aneh"" toh kn sya cm mnjlaskn kt yg data tni dpet gji 13 lh kn bner gji 13 dpety pas lebran kok mrembet ke mn"" aduh",netral
"Mf bles y mbg,,yg kmi dpet cm gaji sm remon mbg,,gaji 13 th kta dpet pas lebaran n gaji 14 th kmi dpet dsaat ank knaikan klas jd tdak setiap bln kmi trma tp sbgian ad yg pny rmh lewat asrma mbg",netral
"​ @jeansiska2704 memang gitu buk, orang tua saya guru juga gitu. Pandai-pandai membagi uang saja. Alhamdulillah kami 6 bersaudara S1 semua...",positif
"Alkhamdulillah setidaknya masi ad rejeki dg jadi pegawai..
yg nganggur juga masi banyak,, maaf klo salah",netral
"Gaji 13 n remon itu diterima cm sa'at lebaran, dan semenjak covid cm dpt separo saja, pernah di fikirkan juga ga? Pasangan abdi negara itu ga semua nya hidup bersama, gaji dibagi 2 (dapur 2), makan itu sangat di irit2 sekali, belum lg kalau dipotong buat ongkos pulang, apalagi yg hidup nya benar2 tdk ada pemasukan lain atau sokongan dari ortu, cukup ga cukup harus dicukup2 in",positif
Paslon no 2 ❤❤❤ yess,netral
"mampu ke 3 nya ,sbb itu nyalon wkwk ,,kmu knp gk nyaleG,??!! yg insya alloh klo di ridhoi NYA,pasti jadi",positif
"Astaghfirulloh sedihh saya melihat raut wajah pak prabowo 😢 semangat pak prabowo , saya sudah gak sabar ingin cobloss nomor 2",positif
Paslon 1 bnr2 pinter ngomong ye...smpe2 sya gk ngarti dia ngomong apa.😅mff mff jatoh nya malah kya emak2 tukang nyindir dn tukang ghibah gk sih???🙏,negatif
"Tidak harus menyampaikan pertahanan Indonesia d dalam debat ini,karna pertahanan adalah aset negara.
Semangat pak Prabowo 💪",positif
Skrng warga Indonesia udah pada cerda2 semua😊 aku yakin kalian nggk akan salah memilih calon persiden yang tepat 😊😊😊,positif
"Buat pak anis dan pak ganjar anda terlalu baik dan terlalu punya etika, maka dari itu saya memutuskan untuk menyakiti Prabowo dengan cara mencoblosnya❤❤ Semangat terus pak Prabowo ❤❤",positif
"Dengan melihat bapak prabowo disudutkan,dijatuhkan,,jadi semakin yakin milih prabowo gibran❤
karna sudah keliatan mana yang tulus dan mana yang tidak",positif
"Seorang pemimpin yang Baik ialah orang yang memiliki karakter, sikap dan terutama Hati yang baik, mampu memberikan contoh yang baik itulah dia orang yang tepat memimpin negara ini.
Bukan menjatuhkan dan Mencari kesalahan orang, mencari kekurangan orang agar dirinya terlihat paling sempurna di depan media.",netral
Udah 2025 gimana hasil pilihan kalian?,positif
"Saya dri hati yg paling dalam 100% Mendukung Capre 02 Bpk PRABOWO SUBIANTO yg tetap sabar menghadapi niat2 busuk dri org2 munafik yg kelihatan sekali mau menjatuhkan pak PRABOWO...
Si 01 ibarat Dikasih madu oleh pak Prabowo tpi dibalas Racun oleh simunafik",positif
"Astagfirullah Bapak Anis ,, Seambisi itu sama Pak Prabowo , Semoga Pak Prabowo diberikan hati yang lapang, saya dukung Pak Prabowo ,",positif
Sabar pak Prabowo kami pemuda Sulawesi Utara bersamamu❤,netral
Dari debat ketiga ini saya belajar.ternyata dunia politik bisa melupakan kebaikan.kawan jadi lawan.yg di tolong malah buat 😢.,positif
"Pak prabowo kyk bapak yg lagi ngajari anak2 nya , anak terbaik nya ganjar , tp x ini sy dukung prabowo ❤",positif
Seharusnya bukan hanya mengkritik dan memberikan nila rendah saja sama kinerja pak Prabowo. Tapi kasih masukan dan solusi di balik kinerja pak Prabowo bila kurang konsisten dan kasih apresiasi jika kinerja pak Prabowo konsisten dlm segi pertahanan. Karna ini Indonesia kita bangun bersama untuk perubahan Indonesia untuk lebih manju lagi kedepanya jdi jangan cuman mengkritik kinerja orang lain tanpa ngasih solusi.,positif
semoga allah kasi pemimpin yg terbaik untuk indonesia kita . aamiin,positif
Dah keliatan siapa yng nafsu nih 😂😂😂,netral
"Lihat dengan teliti dan agk lama muka2 smua capres, , trilihat hanya wajah bapak Prabowo yg ikhlas dan tulus 🙏🙏🙏",positif
"Tdinya sy mau golput , tpi stelah mlihat debat ini sy harus memilih bapak prabowo ,agar selanjutnya tidak ada pemimpin yg  julid",netral
ANIS DAN GANJAR sangat menyatu dengan rakyat. gimana keduanya kita jadikan sebagai rakyat .,netral
Awal turunnya elektabilitas 01 03😂😂,positif
Prabowo tetep yg terbaik mah,positif
Nanti klo pemilu Ga liat yg lain langsung coblos no 02,positif
 @FITz_aja-m2y  pak prabowo memang gak pinter  bicara tapi pandai apa yang di butuh kan rakyatnya.. Salam dua jari,netral
"Sedih karena data dan faktanya di bongkar kedua capres lain..😊
Semoga  AMIN bisa memimpin negeri ini 5thn kedepan..jangan berani coba-coba dgn yg wakilnya anak kmaren sore..Semoga berkah amin 🤲",positif
" @bhonaybhonanza3384  kalau anda pernah nonton rapat komisi satu anda pasti paham maksudnya pak prabowo ya 😅 jangan cuma cengok nonton debtny anis , tapi sebelum debat ini ada rapat komisi 1 kemhan dan disitu semua data sudah dan fakta sudah dijelaskan dengan detail dan kebetulan banyak komisi satu itu dari paslon 01 dan tentunya mereka sudah paham tanpa harus dikuliti di debt ini , kenapa harus dikuliti banget ? Jika pak prabowo keceplosan data""
Pertahanan indonesia , siap"" saja pak prabowo jadikan tumbal peperangan negara krna sudah keceplosan tentang data pertahanan indonesia , kalo begok jangan bodo"" amat malu sendiri ntar 😢",positif
"Hahhahaha bener kali tu,,ngomong ny GC am tujuan Dy,,malah nyinder capres 02 😆😆",netral
Kalo debat memang harus ada kritikan dan pertanyaan yang menyerang kan adu gagasan haduhh tolonglah?,netral
"taraf dia dah internasional. Wajar kalo loe ga paham, krn loe tingkat daerah 😅",netral
"Ga bisa bedain mana yang ghibah emak2 dan mana 'debat' politik . Saran: kuliah lagi, kalo perlu jurusan politik.",netral
"Klo ente pernah kuliah pasti tau definisi debat blok, pasti ada kritikan, sanggahan, masukan.
Klo mau ente gk ada begituan sono ikut di rapat dpr ntar klo mau menyanggah mic nya langsung mati 😂",positif
Brarti pemikiranmy gak sampai,netral
Karna memang tingkat paslon 1 pemikiran nya tingkat kelas atas.. Ya wajar klo yg kurang ngerti. Berarti...? Coba liat statment dr RK,netral
Bnr ngmong doang taunya bukti kerja ga ada,positif
brarti otak.anda jongkok gk bs nangkap ulasan beliau,netral
kebanyakan nafsu buat menjatuhkan,netral
Kelihatan banget pak prabowo di pojokkan oleh nmer 1 dan 3,netral
 @pandubmp2707  KASIHAN ORANG TUA LANSIA UDAH GAK LAYAK MIMPIN NEGARA,netral
​ @pandubmp2707 dalam debat itu kita cari mana lawan yg lemah. jd itulah yg diserang. Kalo 03 mau serang 01 ya sgt mudah dijawab sama 01 krn dia ada data. sdgkan 02 itu gk paham data jd buyar pikirannya. lawan debat ambil kesempatan utk serang. itu setau saya krn saya pernah ikut lomba debat,positif
Beli barang bekas apakah itu rahasia kalau mau rahasia jgan beli bekas 😂😂 sudah lah biar dapat cuan 😂😂😅,netral
"lho emang anggaran aset ya??
bukannya kalau anggaran itu gapapa di liatin",netral
yg dibahas debat adalah pertahanan y wajar klo wowo kena tekann.kan dia menhannya.,positif
"pertahanan itu penting untuk kedaulatan bangsa, klo bocil jdi cawapres, ancur sdh keamanan di negri ini",negatif
1/3 iku gak ngerti pertahanan.. ngomong aj yg pintar..,netral
 @JasMin-hp2wh  03 iku pak mahfud mantan menhan. wkwk kayane luweh paham mahfud drpada prabowo. makanya pas prabowo bilang itu rahasia diketawain. krn anggaran itu harus dibuka bukan dirahasiakan. kecuali soal strategi perang baru dirahasiakan. undang2nya saja ada,positif
Wadalah kan topiknya memang tentang pertahanan to mas wkwk,positif
yh suruh bahas ini tim lo woy😅,netral
Pertahanan ada dua yaitu pertahanan non militer dan pertahanan militer .yg rahasia pertahanan inteljen negara dan setrategi perang dan revidisi dan kelebihan alat perang .kalau masalah anggaran tidak rahasia karna uang rakyat melalui pajak,netral
Tema nya pertahanan koq gak boleh menyampaikan pertahanan aneh lu...lucu kaya prabowo,negatif
"Ini Debat capres bos  bukan cerdas cermat,,, gk perlu baper utk capres,, karena disitu di uji mental seorang pemimpin,,, klo baperan gimana nanti dikritik rakyatnya atas kinerja nya???",netral
"Soalnya nya ampe ratusan triliunan ini bro, bahaya... Takutnya ada kasus korupsi di dalem nya...",negatif
 @zulmiafrizal9940 salah oy data nya juga orang 700T itu bukan anggaran alutsista doang cari dong info yg viled coba brpa anggaran nya,positif
gak nyambung ini kan lgi debat,netral
"Hatiku terlanjur terpaut untuk pak GEMOY,,❤❤❤ love you pak Prabowo",positif
Jakarta dipegang Anies banjir dipegang ahok ngga gw orang jakarta yg 20 tahun tinggal berasa bnget efeknya jangan lupa kasus plumpang efek anies memberikan izin bangun rumah disana😢,netral
 @rifaldialjabbar4238  warga jakarta sudah bicara 🤗,netral
Wah wah hebat 🙌,positif
Muantep pol🎉🎉🎉all in 02 prabowo gibran.,positif
Duit pak prabowo udh banyak dia mau nyari apa lagi? Gaji nya pun bahkan ga di ambil aplagi kalo bukan ingin membangun negara indonesia dengan baik? Pak prabowo semangat pak saya salah satu suara pendukung garda terdeoan buat bapak🥰🥰,positif
Di hati slalu ada si gemoy.smoga pak prabowo yg mnang amien,positif
All in apk gemoy  yg pake kaca mata omongan doang pinter kerja kosong😂😂😂,positif
Prabowo apa prestasinya? Jawab,netral
"​ @bob691  Banyak bang. Beliau sudah berhasil menggagalkan 51 triliun dana yg mau di korupsi. Beliau sudah berhasil menjadikan indonesia sbg negara penyumbang terbaik untuk saudara kita di palestina, bahkan beliau menyumbangkan 5 milyar uang gajinya untuk palestina. Semenjak beliau menjadi menteri, indonesia menjadi negara yg dihormati dan menjadi salah satu negara berkembang yg pertahanannya dicontoh oleh negara di wilayah selatan. Emang ga pernah sombong beliaunya, ga pernah banyak omong beliau udah ngerjain apa aja. Tp data dan fakta ga bisa boong bang. Kalo minim informasi paling enggak bisa browsing dulu sebelum komentar",negatif
kemana sekarang ganjar dan anis??,netral
Fungsi Prabowo di 2025,positif
"Ikut lomba debat noh, biar tau DEBAT ITU APA",netral
​ @VvalZ3 wah kamu komen di setiap komentar ya😂,netral
​ @VvalZ3 emang debat tu apaa puhh sepuhh kasih tau dongg puh sepuhh,netral
Gas-gas pol... Prabowo ✌️🇵🇱💪💪💪,positif
"Ngurus Jakarta aja banyak problem nya, apalagi ngurus Indo 😅",netral
02 tetap di hati,positif
"Pasti menang ko, saya juga begitu",positif
Seblm berkoar kyanya harus belajar lebih dlm lgi deh tentang DEBAT itu apa,netral
gak becus debat gak punya data.. merasa disudutkan 😂😂😂 dia tersudut karn dia tdk mmpu ngimbangi 2 capres,positif
"Hadehh ,pelajaran di sekolah lu dulu gak ada pelajaran indonesia yah??? Gue dulu belajar bahasa indonesia ada pelajaran soal debat. Dan debat itu apa pun bisa di debatim ,asal sesuai dengan data dan kenyataan.
Klo gak mau di colek juga ,harusnya jangan nyolek duluan.",positif
Huhuy dia emosian ishhhh😆,negatif
Ceritanya milih karena kasiang gitu?,netral
" @anisaa8624  Karna tidak ingin dipimpin orang yng salah mbak ,, 😅
lagian kenapa kasian sama orang yg hidupnya terjamin,gunakan otak mbak..masak kasian sama orang seperti beliau.. harusnya kasian sama fakir miskin 🤣",positif
 @RayPramandita  Insha Allah memilih dari hati jauh sebelum debat pun sudah mantap milih prabowo gibran..tapi setelah melihat debat ini jadi semakin yakin karna semakin keliatan hitam putihnya 😊,positif
 @RayPramandita  truss milih karna omdo dan janji2 palsu.. Yg kata y parkiran air trus air dlam kendali kita atau tidak dlam kendli kita dan angin tidak ada ktp dan uang triliunan cman di buat 1 puskesmas????🤣🤣🙏,negatif
 @RayPramandita  jadi tnggal milih mana ???? Tentukan jawaban muu sekrng.... Hahahha ... Agus2.....,netral
"sudah ketahuan mana yang mampu dan tidak , mana yang emosian dan tidak , mana yang cakap berargumen dan tidak, mana yang brani berkata benar dan yang berkelit.....sesimple itu",negatif
"Prabowo bahasanya ga etis, selalu menyerang personal bukan argumennya. Bukan contoh pemimpin yang baik.",negatif
" @rendrayudhistira3108  yang etis gimana bahasa nya puh sepuhh ntar bahasa etis janji manis zonk lagi, ingat kasus wadas di purworejo kan?",netral
​ @rendrayudhistira3108 dikasih berapa sih sama Anis 😂 mw juga dong gw,netral
"​ @rendrayudhistira3108 owalah buzzer Anies ternyata, dikomentar sebelumnya juga ngomongin Prabowo yang bahasanya gak etis . Coba dong kasih saya bukti yang bahasa Prabowo gak etis?",negatif
"betull,,stujuhhh,,,lingkup terkecil ,setiap insan itu pemimpin atas pribadinya 🤞",netral
sy juga pak prabowo gak byk bicara2 tinggi,netral
​ @ianSjut-ih3xk ndasmu etik baik menurut mu?😭,netral
"Prabowo ikhlas jadi pemimpin NKRI sampai bangun 4 universitas masih kurang disini pak Prabowo orang terkaya 2 tri hasil sendiri tanpa utang, yg disebut tanah 340rb hektar bohong yg ada 81rb hektare",netral
Iklas sih ok tp kebijakan nya itu ngaco mulai dr jet bekas sampe food entes itu ngaco realistis ajh emang pak prabowo itu kurang cerdas minim otak buat cari celah yg bagus,positif
"​ @ahmadfauzan2218 emang yang bekas selalu buruk yah ? nggak pengaruh baru bekas nya lah, selama usia pakai masih panjang, apa salahnya. ibarat gini wir, lu beli sepatu BEKAS tapi hanya dipakai 2 kali untuk pemotretan model. apakah barang itu termasuk barang jelek? kan salah toh. ngaco darimana coba 😂. Apalagi perihal food entes, darimana ngaconya coba. mending difikirkan lagi ketika ingin berpendapat. sekian terimakasih",netral
All in pak Prabowo 👍🏿👍🏿👍🏿👍🏿,positif
Anis tak dikenal di Sulawesi raya,netral
Anies tetap yg terbaik buat indonesia,positif
Nyesel gak sekarang dukung 02?,positif
ke3kalinya milih no2 bpa prabowo hati saya yg milih bpa prabowo bpa orang baik makanya banyak yg hina bnyak yg pitnah karna bpa orang baik tidak bisa di ajak curang apa lagi buat rakyatnya,negatif
 @alnairazirailyhafizha  KAPAN DANA BLBI DI BAYAR....KALAU EMANG ORANG BAIK...?? Itu duit rakyat..😁😁,netral
Emang tabiat Anis tuh begitu bisa di lihat pas Pilgub dulu,netral
​ @ArifDheimas milih ganjar biar dapat laptop grstis ya😂😂😂😂,positif
yuk rapatkn barisan untuk memenangkan pak prabowo,positif
