text,label,clean_text
"Semoga KPU gx star dluan.. Nanti pilih sendiri, deklarasi sendiri.. Tetapkan tengah malam sendiri.. Kami sebagai rakyat sudah muak sebenarnya.. Sekarang tinggal harapan dan doa kepada allah siapa yg curang hidupnya 7 turunan dapat azab allah..",negatif,semoga kpu gx star dluan pilih deklarasi tetapkan malam rakyat muak tinggal harapan doa allah yg curang hidupnya turunan azab allah
mana nih TEAM NETRAL  yang belum pro ke salah satunya. masih menunggu debat sampai akhir untuk memilih nanti di 14 feb,positif,nih team netral pro salah satunya menunggu debat memilih feb
Tolong ingat riwayat kinerja mu pak anies😭🤣🤣,negatif,tolong riwayat kinerja mu anies
Ganjar udh gk blunder awokawokawok si anis cengar cengir :( pembuly banget bjir 😭 tatut huhuhuhu owo sabar banget 🥺,positif,ganjar udh gk blunder awokawokawok si ani cengar cengir pembuly banget bjir tatut huhuhuhu owo sabar banget
Prabowo gibran 1putaran aminn,positif,prabowo gibran putaran aminn
DEBAT TERAKHIR WAJIB ROCKY GERUNG DAN BOSSMAN MARDIGU DI HADIRKAN UNTUK MENGUJI OTAK DAN PIKIRAN CALON PRESIDEN 2024 MASA IYA MASIH PAKEK KERTAS 😂😂😂😂,positif,debat wajib rocky gerung bossman mardigu hadirkan menguji otak pikiran calon presiden iya pakek kertas
Utang kok bangga to ...gemoy banget,negatif,utang bangga gemoy banget
"Dalam sejarah Pemilu Indonesia, satu2nya capres yang unggul karena popularitas cawapres-nya...😊",positif,sejarah pemilu indonesia satunya capres unggul popularitas cawapresnya
"Saya yakin masyarakat sangat pinter menilai, setiap hal yg disampaikan kepada pak. Prabowo hanyalah sesuatu yg akan menambah masyarakat semakin senang dan suka dgn pak. Prabowo...",positif,masyarakat pinter menilai yg prabowo yg menambah masyarakat senang suka dgn prabowo
"Aceh pilih Anis.
Semoga tuhan menyertai kami.",positif,aceh pilih ani semoga tuhan menyertai
"Yg gak ngerti ya merasa kasihan karna udah mo nangis wowonya  ...

Gmn mo jadi presiden ide dan gagasan ngikutin orang bakal dibego begoin mentrinya nanti ..

Ditanya tapi malah merasa diserang ,, padahal yg dikritik kebijakan dan itu fakta n sah ...",negatif,yg gak ngerti ya kasihan karna udah mo nangis wowonya gmn mo presiden ide gagasan ngikutin orang dibego begoin mentrinya diserang yg dikritik kebijakan fakta n sah
si bowo setuju setuju doangg calon pemimpin kok ngikut orang gak punya argumen sendiri,negatif,si bowo setuju setuju doangg calon pemimpin ngikut orang gak argumen
DILAPANGAN PUN BANYAK KECURANGAN. DI SIREKAP KPU PUN BANYAK MANIPULASI PENGHITUNGAN HASIL SUARA. SEMUA DITUNJUKKAN OLEH VIDEO YANG BERBEDA DI MEDSOS. SEMOGA KPU BISA DITUNTUT,negatif,dilapangan kecurangan sirekap kpu manipulasi penghitungan hasil suara video berbeda medsos semoga kpu dituntut
"Menurut sy pemimpin kalau sudah ada mental menjatuhkan maka ia tdk pantas dipilih. Karena perdebatan itu untuk mengemukakan argumen, mencari solusi terbaik bukan menjatuhkan seseorang agar terlihat dirinya lebih baik. 😊",positif,sy pemimpin mental menjatuhkan tdk dipilih perdebatan mengemukakan argumen mencari solusi terbaik menjatuhkan
"INI ADA KESALAHAN  !!!!
TATA TERTIB DEBAT HARUS DIPERBAIKI  KPU !!!!
Debat pertama dan ketiga menurut saya tidak baik atau tidak mengena tidak tepat sasaran. 
Seharusnya KPU buat ketentuan atau aturan tata tertib debat, yang di debat tu gagasan atau program masing2 calon utk periode 2024-2029 apa dan bagaimana menjalankan..bukan hasil kerja masa lalu calon. 
Bukan membiarkan masing2 calon menguliti kinerja calon bahkan sampe ke masalah personal/ pribadi atau atribut lawan !! 
KPU seakan-akan sengaja membiarkan calon untuk saling menjatuhkan lawan dgn menguliti masa lalunya atau kinerja calon. Harusnya yg di debat tu gagasan2 atau program2 si calon..saling sanggah !!!
Memangnya apakah Anies selama menjabat sabgai Gubernur DKI sudah paling terbaik, apakah tidak ada kesalahannya atau kekurangan samasekali  sejak menjabat Gub.DKI.
Atau apakah Ganjar juga adalah sosok  Gubernur Jawa Tengah yang paling terbaik,  apakah tidak ada kesalahan dan kekurangannya sama sekali selama jabat Gub. Jateng. 
Karena selama debat capres  baik debat ke 1 dan 3,  kedua calon ( no 1 dn 3 ) cenderung selalu menyerang atau mengkritik kinerja Prabowo, menguliti atribut/personal Prabowo selama atau sebelum menjabat menhan.  Seakan-akan ajang debat capres ini semata2 hanya utk menilai dan mengevaluasi kinerja seseorang.  Dalam hal ini Prabowo selalu jadi target serangan kedua calon. 
Prabowo bukan tdak bisa menguliti Ganjar maupun Anies sampai ke akar2nya.. Prabowo pasti punya banyak data lengkap tentang kinerja Ganjar dn Anies .. Tp bukan itu yang di inginkan Prabowo. Beliau seorang patriotik, negarawan dan nasionalis. Beliau tdak ingin menyakiti lawan dgn mengusik masa lalu kinerja lawan selama menjabat. Tapi lebih melihat apa  gagasan atau program lawan ke depan!! 
KPU harus dengar loh masukan2 ini .!  Mohon diatur ulang kembali Tata Tertib Debat !!!
Yang di debat adalah program atau gagasan2 msg2 calon ke depan .bagaimana dan apa yang akan dikerjakan ..dan bukan mengulas kinerja atau prestasi calon selama menjabat. Seharusnya masing2  calon  saling sanggah dan saling jawab tebtang gagasan atau progran yang akan di usung seriap calon !! Gitu loh pak KPU !!!!",positif,kesalahan tata tertib debat diperbaiki kpu debat ketiga mengena sasaran kpu ketentuan aturan tata tertib debat debat tu gagasan program calon utk periode menjalankanbukan hasil kerja calon membiarkan calon menguliti kinerja calon sampe personal pribadi atribut lawan kpu seakanakan sengaja membiarkan calon menjatuhkan lawan dgn menguliti lalunya kinerja calon yg debat tu gagasan program si calonsaling sanggah memangnya anies menjabat sabgai gubernur dki terbaik kesalahannya kekurangan samasekali menjabat gubdki ganjar sosok gubernur jawa terbaik kesalahan kekurangannya jabat gub jateng debat capres debat calon dn cenderung menyerang mengkritik kinerja prabowo menguliti atributpersonal prabowo menjabat menhan seakanakan ajang debat capres utk menilai mengevaluasi kinerja prabowo target serangan calon prabowo tdak menguliti ganjar anies akarnya prabowo data lengkap kinerja ganjar dn anies tp prabowo beliau patriotik negarawan nasionalis beliau tdak menyakiti lawan dgn mengusik kinerja lawan menjabat gagasan program lawan kpu dengar loh masukan mohon diatur ulang tata tertib debat debat program gagasan msg calon mengulas kinerja prestasi calon menjabat calon sanggah tebtang gagasan progran usung seriap calon gitu loh kpu
"Buat yg bilang ini debat serang2 personal, cb dah liat debat negara maju lain seperti amerika waktu joe biden dan donal trump debat, lebih keras dan ngk ada yg baperan😂",positif,yg bilang debat serang personal cb dah liat debat negara maju amerika joe biden donal trump debat kera ngk yg baperan
debat ke 3 di menangkan Pak ganjar tapi belum bisa memenangkan hati rakyat 😁,positif,debat menangkan ganjar memenangkan hati rakyat
"Tidak usah ada pemilu, kalau KPU / Bawaslu memihak pada 1 paslon.
Mending langsung dilantik aja, bahkan menegurpun tidak sanggup.",negatif,pemilu kpu bawaslu paslon mending langsung dilantik aja menegurpun sanggup
"Data anggaran dan data penurunan yg di ungkap pak ganjar tidak terjawab sema sekali.... itu kan bukan data rahasia... katanya keliru jelaskan dong datanya pak, kalo strategi militer memang rahasia tapi kan data anggaran dan penurunan itu gak dijawab juga 😢😢😢",negatif,data anggaran data penurunan yg ganjar terjawab sema data rahasia keliru datanya kalo strategi militer rahasia data anggaran penurunan gak
Siapapun presidennya harapannya negara makin aman tentram petani makmur.karyawan pabrik makmur..sekola gratis .sembako murah semua..aminn,positif,presidennya harapannya negara aman tentram petani makmurkaryawan pabrik makmursekola gratis sembako murah semuaaminn
"Menjabat MENHAN 4 tahun, harusnya yg prabowo lebih leluasa untuk menjelaskan masalah pertahanan, malah jawaban nya slalu plonga plongo, malah yg dibicarakan masa yg akan datang, harusnya katakan apa prestasi dia slama 4 tahun Menjabat MENHAN, dia kan sudah Menjabat malah bicaranya seakan² masih mau Menjabat. Yg prabowo andalkan cuma emosi nya, baperan, belum jd presiden udah emosi dan baperan, gmn nasib negeri ini bila dipimpin orang yg dikit² emosi dan baperan😂😂😂",negatif,menjabat menhan yg prabowo leluasa pertahanan nya slalu plonga plongo yg dibicarakan yg prestasi slama menjabat menhan menjabat bicaranya seakan menjabat yg prabowo andalkan emosi nya baperan jd presiden udah emosi baperan gmn nasib negeri dipimpin orang yg dikit emosi baperan
"Prabowo tetap di hati,",positif,prabowo hati
Ini pilpres bung. Memilih bukan atas dasar kasihan karena lihat aki2 mewek karena gk bisa jawab. Soal serang menyerang itu lumrah . Kalau cengeng jgn nyalon bobo manis aja ki,negatif,pilpres memilih dasar kasihan lihat aki mewek gk serang menyerang lumrah cengeng jgn nyalon bobo manis aja ki
Model Anis mau hapus penjajahan hahahahahahaha,negatif,model ani hapus penjajahan hahahahahahaha
pak Anis dan Pak Ganjar mengerti kata Pertahanan gak sih?😂,positif,ani ganjar mengerti pertahanan gak sih
"Benar sekali , sependapat. Ini namanya debat kinerja masa jabatan pak prabowo. Gibran yang lebih mudah emng lebih berpengaruh dalam debat makanya tingkat emosionalnya terkadang lebih tinggi daripada bapak prabowo  liatin aja nanti depat cawapres berikutnya. Gibran pasti mati2an buat membela pak prabowo.",positif,sependapat namanya debat kinerja jabatan prabowo gibran mudah emng berpengaruh debat tingkat emosionalnya terkadang prabowo liatin aja depat cawapres gibran matian membela prabowo
pak anies hanya memberi pernyataan tentang menteri pertahanan yang dimana itu sesuai dengan sub tema. salah nya dimana?,positif,anies pernyataan menteri pertahanan dimana sesuai sub tema salah nya dimana
Punya otak nggk kmu? Omngan pikir dulu.. yg hrs didebat itu visi misinya bukan pribadinyaaa kyk anies pinter omng tpi tdk ada tindakkan dijkt juga nggak ada apa2nyaaa,negatif,otak nggk kmu omngan pikir yg hr didebat visi misinya pribadinyaaa kyk anies pinter omng tpi tdk tindakkan dijkt nggak apanyaaa
" @anitnofofficial8967  ada dong maka gue dukung anies. Gk kyk wowo dan pendukung nya gk bisa jawab emosi, mewek. Sok2 bhs visi misi emang paslon 02 punya visi misi. Soal serang Meyerang udh ada di era jokowi vs O
Prabowo. Prabowo jg serang Anies duluan di debat pertama tentang dana 80 triliun tp Anies bisa ja8 dgn tenang. Soal keberhasilan jakarta jgn di tanya ada jejak digital nya di hampir media memberitakan nya. Maka nya Anies selalu menawarkan lihat rekaman jejak nya. Pasti lu bkn orang jakarta ☝😁",positif,gue dukung anies gk kyk wowo pendukung nya gk emosi mewek sok bh visi misi emang paslon visi misi serang meyerang udh era jokowi v prabowo prabowo jg serang anies duluan debat dana triliun tp anies ja dgn tenang keberhasilan jakarta jgn jejak digital nya medium memberitakan nya nya anies menawarkan lihat rekaman jejak nya lu bkn orang jakarta
"Seharusnya yang diserang kebijakannya, ini lebih mengarah yang diserang ada personal orangnya, semoga debat ke empat lebih baik lagi dan dapat menjadi tontonan dan tuntunan yang baik bagi masyarakat",positif,diserang kebijakannya mengarah diserang personal orangnya semoga debat tontonan tuntunan masyarakat
"anis mengambil isu kesejahteraan prajurit (isu lama yang dipakai soal kesejahteraan), ganjar mengambil isu dengan data survey global mengenai pertahanan nasional indonesia tanpa dia tahu data itu perhitungannya seperti apa), pak prabowo yang terbiasa menjelaskan secara detail belum siap jika merangkai kata untuk menjawab secara singkat karena memang itu perlu dijelaskan secara detail data - data tersebut.",positif,ani mengambil isu kesejahteraan prajurit isu dipakai kesejahteraan ganjar mengambil isu data survey global pertahanan nasional indonesia data perhitungannya prabowo terbiasa detail merangkai singkat detail data data
Debat kok menghujat ✌🏼,negatif,debat menghujat
Pak Anies Rasyid Baswedan Presiden RI 2024,positif,anies rasyid baswedan presiden ri
pak prabowo presiden aamiin,positif,prabowo presiden aamiin
"Ahli teori dongeng
Ahli puisi
Ahli militer
Mana pilihan anda. .",positif,ahli teori dongeng ahli puisi ahli militer pilihan
"Saya pernah melihat anies live tiktok dan di tanya tentang kacamatanya ,pertanyaannya etalace di mana pak? Lantas beliau lihat gogle apa itu etalace dan akhirnya beliau mengerti kalau itu ada di menu tiktok😊,,,lantas anies sekarang meremehkan pertahanan ciber negara kita nilainya 11 dari 100. Dan menggunjing tentang lahan yang di beli atas nama HGU oleh prabowo. Saya bukan pendukung prabowo garis keras ilmu beliau tentang pertahanan militer berbeda dengan anis yang ber ilmu tentang cara komunikasi dan debat. Semoga Allah memberi kita pemimpin amanah dan adil yang memang mengeluarkan bangsa ini dari keterpurukan dan kemiskinan. Siapapun pilhannya semoga berjalan adil dan tidak ada kebusukan dalam pesta demokrasi kita",positif,anies live tiktok kacamatanya pertanyaannya etalace lantas beliau lihat gogle etalace beliau mengerti menu tiktoklantas anies meremehkan pertahanan ciber negara nilainya menggunjing lahan beli nama hgu prabowo pendukung prabowo gari kera ilmu beliau pertahanan militer berbeda ani ber ilmu komunikasi debat semoga allah pemimpin amanah adil mengeluarkan bangsa keterpurukan kemiskinan pilhannya semoga berjalan adil kebusukan pesta demokrasi
"Perasaan gw debat nya normal2 aja, 2 paslon nyerang satu paslon normal krna tema nya bersangkutan dg salah satu paslon. Mlah ribut bilang nyerang pribadi, dri semua kedeneran normal2 aja 😑😑",positif,perasaan gw debat nya normal aja paslon nyerang paslon normal krna tema nya bersangkutan dg salah paslon mlah ribut bilang nyerang pribadi dri kedeneran normal aja
"Makin yakin pilih pak prabowo, aku setia pilih km dari dulu pak,aku ga penghianat kaya anis😊",positif,pilih prabowo setia pilih km pakaku ga penghianat kaya ani
"Bukanya tamu2 undangan yg menonton debat secara langsung adalah orang2 terpelajar yaa. 

Tapi sikapnya kok norak, setiap selesai berbicara pada teriak2. Dari situ aja udh ternilai bahwa Indonesia masih perlu membina SDM",positif,bukanya tamu undangan yg menonton debat langsung orang terpelajar yaa sikapnya norak selesai berbicara teriak situ aja udh ternilai indonesia membina sdm
"Tetap Anak muda itu All in prabowo..............................tapi booong Prabowo si abisius gak pantas jadi presiden  thn 1998 ada seorang siswa yang di tembak prabiwo, dasar si pembunuh",negatif,anak muda prabowotapi booong prabowo si abisius gak presiden thn siswa tembak prabiwo dasar si pembunuh
"Etika itu pak Prabowo mmng TDK memilikinya.
Contoh.
Ketika dia berpidato menolak hasil pemilu 2019.
Dan rakyat ikut menolak dan berdemo turun kejalan bahkan mengorbankan.
Tetapi dia malah melenggang dan menjadi pembantu Jokowi.
Apakah itu yg dinamakan pemimpin beretika.?",negatif,etika prabowo mmng tdk memilikinya contoh berpidato menolak hasil pemilu rakyat menolak berdemo turun kejalan mengorbankan melenggang pembantu jokowi yg dinamakan pemimpin beretika
Bapak Prabowo subianto dan Allah akan memberi Rahmat Amanah menjadi Presiden. Namun Kasih Nian Syilakan Bapak Prabowo Subianto malaikat juga tahu Bapak Prabowo Subianto menjadi an juaranya Presiden INDONESIA.  Pemilihan pemilu Kepada Bapak Prabowo Subianto nilainya tinggi menjadi PRESIDEN INDONESIA. AAMIIN AAMIIN.,positif,prabowo subianto allah rahmat amanah presiden kasih nian syilakan prabowo subianto malaikat prabowo subianto juaranya presiden indonesia pemilihan pemilu prabowo subianto nilainya presiden indonesia aamiin aamiin
"Cuman anies doang pertanyaan dan jawaban yg mudah di mengerti orang awam seperti kita,,tapi saya pilih probowo walaupun gak ngerti jawaban dan pertanyaan dari pak prabowo",positif,cuman anies doang yg mudah mengerti orang awam kitatapi pilih probowo gak ngerti prabowo
Tanya jokowi yg menyerang bowo 2019 dgn narasi yg sama,negatif,jokowi yg menyerang bowo dgn narasi yg
"Maaf pak singkatan dpr itu apa ya??? Dewan perwakilan rakyat kan pak❤tapi kenapa rakyat kita sering melarat harga tani anjlok pupuk sub mahal itu gimana ya pak persepsi yang kita pahami ya,dpr gak mau melihat merakyat pak suara kami di kucilkan terus pak #pak ganjar# pak anis  #pak prabowo tolong ya pak saya bukan tamatan s1 tapi saya rakyat biasa yang bisa merasakan hal itu",positif,maaf singkatan dpr ya dewan perwakilan rakyat paktapi rakyat melarat harga tani anjlok pupuk sub mahal gimana ya persepsi pahami yadpr gak merakyat suara kucilkan ganjar ani prabowo tolong ya tamatan rakyat merasakan
"Debat di kpu waktu nya cuma 2 menit paling lama.. mending di mata najwa aja.. mata najwa jg bisa netral... mw menentukan presiden cuma 2 menit buat apa ? Golput aja, mending nntn kartun lebih enak",negatif,debat kpu nya menit mending mata najwa aja mata najwa jg netral mw menentukan presiden menit golput aja mending nntn kartun enak
Mantap bpk prabowo...jiwamu kuat..mentalmu bja..walaupun d serang 2 ..tetap tenang...aku udh ykin...02 jooosss,positif,mantap bpk prabowojiwamu kuatmentalmu bjawalaupun serang tenangaku udh ykin jooosss
"Lah knpa sih Paslon nmr urut, 01 SMA 03. Mksdnya mau buka2an rahasia negara kah, gmna sih, katanya cinta NKRI kok, mo minta data di buka di depan umum, apalagi media. Udh gila kali y😂",positif,knpa sih paslon nmr urut sma mksdnya bukaan rahasia negara kah gmna sih cinta nkri mo data buka medium udh gila kali
Ganjar itu luar biasa sampai Prabowo selalu setuju dengan pendapat x❤ hebat 🥰,positif,ganjar prabowo setuju pendapat x hebat
"Ada sdg galau, krn debat kali ini pak Prabowo babak belur & nggak bisa ngomong apa2.
pak Ganjar Pranowo top markotop 🇮🇩🤟♥️",positif,sdg galau krn debat kali prabowo babak belur nggak ngomong ganjar pranowo top markotop
"Anis disini meledak, mungkin membalas waktu debat cawapres ,cak imin dihabisi gibran. 😂",positif,ani meledak membalas debat cawapres cak imin dihabisi gibran
"Dari Tanah Kelahiran Presiden ke 3 RI Prof. Dr.-Ing. Ir. H. Bacharuddin Jusuf Habibie, FREng. karena debat ketiga ini Insya Allah All In Prabowo",positif,tanah kelahiran presiden ri prof dring ir h bacharuddin jusuf habibie freng debat ketiga insya allah prabowo
"Bang masington saya lebih memilih yg anda bilang tidak etis tapi menurut sy anda sedikit lebay, dalam forum debat apalagi jika situasinya panas dan kemudian ada gimmick” yg menurut kami anak muda itu normal, anda pernah muda kan bang masington ?
Anda pernah ugal”an disaat muda kan ? 
Pernah berdebat dan anda merasa anda menang maka anda ngacangin lawan anda kan dengan gimmick”..??
Itu bagi kami masih wajar, beda lagi jika berdebat disertai kata” umpatan kata” tidak baik itu sudah masuk kategori kasar.. 
coba anda lihat respon mereka (cak imin dan prof mahfud) ke gibran saat gibran menggunakan yg anda bilang gimmick yg tidak etis, mereka saling balas cak imin membalas yg penting ini bukan catatan MK dan prof mahfud membalas “saya juga sedang cari” jawabannya yg bla bla bla artinya kt bisa melihat mereka memberikan respon yg natural dlm debat, kenapa ini dipermasalahkan ?
Jangan karena merasa paling benar, merasa paling pintar dan sbg orang yg lebih tua justru sy melihat adanya underestimate kepada generasi yg lebih muda dan disaat merasa anak muda ini ternyta sulit dikalahkan dalam debat bukannya mengakui tapi malah lari ke issue persoalan etika..
Sy percaya org terhibur dengan debat kemarin dan kebanyakan org mengakui bahwa gibran mmg anak muda yg berpotensi yg bisa mengimbangi tokoh” nasional yg berbeda zaman yg telah terjun menekuni politik jauh lebih lama dari mas gibran..",positif,bang masington memilih yg bilang etis sy lebay forum debat situasinya panas gimmick yg anak muda normal muda bang masington ugalan disaat muda berdebat menang ngacangin lawan gimmick wajar beda berdebat disertai umpatan masuk kategori kasar coba lihat respon cak imin prof mahfud gibran gibran yg bilang gimmick yg etis balas cak imin membalas yg catatan mk prof mahfud membalas cari jawabannya yg bla bla bla kt respon yg natural dlm debat dipermasalahkan pintar sbg orang yg tua sy underestimate generasi yg muda disaat anak muda ternyta sulit dikalahkan debat mengakui lari issue etika sy percaya org terhibur debat kemarin kebanyakan org mengakui gibran mmg anak muda yg berpotensi yg mengimbangi tokoh nasional yg berbeda zaman yg terjun menekuni politik ma gibran
3 dan 1 vs 2 kalah saing prabowo all in,positif,v kalah saing prabowo
LEBIH RESPECT PRABOWO WALAUPUN KADANG BELIAU EMOSIAN SETIDAKNYA TIDAK BERMUKA DUA KAYA GANJAR DAN ANIES. SEKARANG  UDAH BISA BEDAKAN YA MANA ORANG YANG TULUS MEMBELA KEPENTINGAN RAKYAT SAMA KEPENTINGAN PRIBADI DAN PARTAI.,positif,respect prabowo kadang beliau emosian bermuka kaya ganjar anies udah bedakan ya orang tulu membela kepentingan rakyat kepentingan pribadi partai
pak Ganjar sangat bijak dan santun❤❤❤❤,positif,ganjar bijak santun
Pak Ganjar outsatanding  ❤❤❤❤,positif,ganjar outsatanding
"1:31:13 _ Lihat dan dengar penyampaian Pak Anis yg langsung menyerang pak Prabowo.
Kurang etis penyampaiannya.
Aku pribadi makin yakin kl pak PRABOWO pilihanku  dan yg akn jadi peminpin terbaik negeri kita tercinta ini.",negatif,lihat dengar penyampaian ani yg langsung menyerang prabowo etis penyampaiannya pribadi kl prabowo pilihanku yg akn peminpin terbaik negeri tercinta
2024 pak Anies jadi guru bahasa Indonesia,positif,anies guru bahasa indonesia
"#BOIKOT ISRAEL 
#Kalian para pejuang Palestina adalah SUPERHERO",positif,boikot israel pejuang palestina superhero
"Yg tulus, ikhlas, pintar, berwibawa hanya pak anis Baswedan, beliau menyampaikan fakta tg terjadi.",positif,yg tulu ikhlas pintar berwibawa ani baswedan beliau fakta tg
anis banyak bacotan yang gak berbobot kaya kentut keras tapi tak berarti,negatif,ani bacotan gak berbobot kaya kentut kera
Ganjar Jawa tengah jalan rusak gimana tuh 2 priode mentang2 daerah jalan ny di cuekin,negatif,ganjar jawa jalan rusak gimana tuh priode mentang daerah jalan ny cuekin
"Mental loyo di bilang kuat😂😂😂😂😂
Esmosi setiap debat di bilang kuat 😂😂😂😂😂",positif,mental loyo bilang kuat esmosi debat bilang kuat
​ @pangerancinta6535  apa iya wkwkw,positif,iya wkwkw
Smg siapapun presidennya ia yg JuJur dan Berani membela kebenaran,positif,smg presidennya yg jujur berani membela kebenaran
Ganjar pranowo lebih substansi di debat ini,positif,ganjar pranowo substansi debat
Menhan di kuliahi sama pak anis,positif,menhan kuliahi ani
Prabowo andalanku...ganjar idolaku...anis pilihanku..🎉🎉🎉,positif,prabowo andalankuganjar idolakuanis pilihanku
Pak Anies sungguh cocok sekali menjadi prisiden 2024...2029,positif,anies sungguh cocok prisiden
Intinya dari debat ini Paslon no 02 sibuk urusin negara. Sementara Paslon no 01 dan 03 sibuk ngurus Paslon no 02. Benar apa ngga? Koreksi kalo salah 😁,positif,intinya debat paslon sibuk urusin negara paslon sibuk ngurus paslon ngga koreksi kalo salah
Mula kmi nukung Paslon no urut 01 setelah debat ke tiga kami langsung burubah pilihan ke babak parabowo alasan kai pindah dukungan masa Anis dan Ganjar memberi nilai pertahanan tidak masuk akal.sebap penilaian kami selama ini di TNI dan polri sangat tanggung jawab di rayat indonisiya Tampa pandang bulumasa pertahanan indonisiya di nilai hanya cuman dua orang.mohon maaf pak Anis dan Ganjar kami pindah pilihan untuk babak parabowo,positif,kmi nukung paslon urut debat langsung burubah pilihan babak parabowo alasan kai pindah dukungan ani ganjar nilai pertahanan masuk akalsebap penilaian tni polri tanggung rayat indonisiya tampa pandang bulumasa pertahanan indonisiya nilai cuman orangmohon maaf ani ganjar pindah pilihan babak parabowo
pak anis selalu nuyerang pribadi pak prabnowo,negatif,ani nuyerang pribadi prabnowo
Akhir nya saya sadar kemunafikan dunia politik terlihat jelas di sosok Anis banyak omong banyak kosong,negatif,nya sadar kemunafikan dunia politik sosok ani omong kosong
"Ngomong korupsi. Tapi sama sekali gak menyinggung tentang UU PERAMPASAN ASET. 

Bahas strategi² masa lalu tapi lupa kalo 2 tahun kita di tampol sama COVID.",negatif,ngomong korupsi gak menyinggung uu perampasan aset bahas strategi lupa kalo tampol covid
"Indonesia gak butuh makan siang dan susu gratis, tapi KORUPTOR musnah, bahan pokok dan BBM murah, juga pembangunan merata, itu yang Indonesia butuhkan, kita negara kaya raya, kenapa gak bisa dimanfaatkan dan merasa terjajah di negara sendiri🥴",positif,indonesia gak butuh makan siang susu gratis koruptor musnah bahan pokok bbm murah pembangunan merata indonesia butuhkan negara kaya raya gak dimanfaatkan terjajah negara
Prabowo Gibran presiden 2024❤,positif,prabowo gibran presiden
"Bnyk buzzer, org pinter jd pemimpin tkt,gausa negara, punya ceo yg cerdas dan pinter perusahaan akan lebih baik. Kl licik beda cerita,org gapinter jg bisa jd licik. Apalagi negara. Gamudah disetir dan hanya jadi robot partai. Sy hanya melihat buzzer2 mengatakan pinter ngmg pinter teori. Gliran paslonnya pinter ngmg lgs dipuja2 spt yg memenangkan perdebatan. Debat ketiga ini lebih baik krn mulai terbuka,debat 1-2 melihat siapa yg arogan dan 2 paslon lain masih dewasa,tp lama2 kok makin ngelunjak,dsni lebih tlihat kepemimpinan,tp ditanggapi spt masalah personal dan emosional.",positif,bnyk buzzer org pinter jd pemimpin tktgausa negara ceo yg cerdas pinter perusahaan kl licik beda ceritaorg gapinter jg jd licik negara gamudah disetir robot partai sy buzzer pinter ngmg pinter teori gliran paslonnya pinter ngmg lgs dipuja spt yg memenangkan perdebatan debat ketiga krn terbukadebat yg arogan paslon dewasatp ngelunjakdsni tlihat kepemimpinantp ditanggapi spt personal emosional
dan yang gak emosional ngamuk ngamuk....ngeriii,positif,gak emosional ngamuk ngamukngeriii
02 sibuk nanem singkong food estate yg gagal,negatif,sibuk nanem singkong food estate yg gagal
"Saya tetap setia dukung pak prabowo sya menilai yg 2 ini terlalu berambisius malahan pak prabowo yg tenang tdak mau cari musuh malah dicari cari kesalahannya padahal mereka cma ngomong doang, anies emangnya bisa uang pribadi atau aset pribadimu aja untuk sediakan rumah dinas untuk para TNI dan polri",negatif,setia dukung prabowo sya menilai yg berambisius prabowo yg tenang tdak cari musuh dicari cari kesalahannya cma ngomong doang anies emangnya uang pribadi aset pribadimu aja sediakan rumah dinas tni polri
"Nggak benar aturan KPU untuk PEMILU tahun 2024, potensi GOLPUT begitu besar dikarenakan kesulitan mengurus formulir A5, banyak warga negara yang kehilangan hak pilihnya tahun 2024 ini.",negatif,nggak aturan kpu pemilu potensi golput kesulitan mengurus formulir warga negara kehilangan hak pilihnya
"Terima kasih PAKDE, PAMAN, MKMK, POLRI,TNI, KPPU, BAWASLU, KEMENTRIAN BUMN,KEMENDAGRI ...telah berhasil mengadakan dan menyelenggarakan PEMILU TAHUN INI menjadi TERBURUK dan TERBUSUK dalam SEJARAH di indonesia ...🇲🇨❤🇲🇨",negatif,terima kasih pakde paman mkmk polritni kppu bawaslu kementrian bumnkemendagri berhasil mengadakan menyelenggarakan pemilu terburuk terbusuk sejarah indonesia
"Bahkan yang sangat Ironi, ada salah satu peserta dari Kota Tual,  Nikai Tes Tertulis snagat tinggi dan dia peserta dengan nikai terringgi dengan Nilai Pilihan Ganda 63, tapi di kasi nilai essay hanya 20, walhasil Total Nilainya 83.sedangkan ada salah satu peserta yang saya sembubyikan Identitasnya dengan Nilai Pilihan Ganda hanya 35, sedangakan Nilai essay di kasi 49, walhasil Total Nilai 84. Sehingga dia yang masuj di urutan 20. Padahal Hasil Tes Pshykologi hanya DIPERTIMBANGKAN. Jadi memang proses selksi KPU ini suda tidak prosudural daei pusat. Walhasil berimbas ke Propinsi dan KPU Kabupaten Kota. Jadi jangan harap proses selekai ini bisa menghasilka Anggota KPU propinsi dan Kabupaten Kota yang berintegritas dan kapasitas serta kompetensi yang mumpuni unruk menjanlankan amanat konstitus teejait Pemilu.",negatif,ironi salah peserta kota tual nikai te tertulis snagat peserta nikai terringgi nilai pilihan ganda kasi nilai essay walhasil total nilainya salah peserta sembubyikan identitasnya nilai pilihan ganda sedangakan nilai essay kasi walhasil total nilai masuj urutan hasil te pshykologi dipertimbangkan prose selksi kpu suda prosudural daei pusat walhasil berimbas propinsi kpu kabupaten kota harap prose selekai menghasilka anggota kpu propinsi kabupaten kota berintegritas kapasitas kompetensi mumpuni unruk menjanlankan amanat konstitus teejait pemilu
